feature_1,feature_2,feature_3,feature_4,feature_5,target
-2.250270118716883,-1.6461348837657515,1.4365699026617607,1.148096129147603,-0.22379072536616224,2.0
-1.785268986386418,-0.5659717958654309,1.346474779068655,1.0418220431139877,-0.6977040358904911,2.0
1.589542274190106,0.7966306755319997,-1.3284537855264282,-1.0052981830780783,1.7537271638027943,1.0
1.8329426155722395,-0.284233834991259,-1.9077320184072322,-1.2726041114230253,-0.7185023254330583,0.0
1.0124384491999554,0.08076137965980679,-0.9983049581703121,-0.5246844254546127,-1.071300338774333,0.0
1.1640233782997662,1.7808248394174977,-0.4503530782772536,-0.1873646518227031,-1.159562240763295,1.0
1.8812372022836423,-0.8257354896559844,-2.1439353101480307,-2.0918647734738998,-1.2045380364628968,0.0
0.8410135713849072,-1.0285476840987464,-1.225741292805134,-0.9835174545200629,1.9131000363996382,0.0
0.12764063126362202,-2.1448511244861708,-0.9300621825575531,-1.0598802296829448,0.4725846321000338,0.0
0.8554917493825793,-0.663648658363934,-1.105883706109914,-0.9090296151218807,1.191270285413161,0.0
-2.1477609152450334,-0.3952037094481383,1.7222274132098192,1.6373662652727166,0.1866767677596543,2.0
0.17534959484628654,-2.407374161936458,-1.0795119109355544,-0.837532628469503,-0.9379373809056966,0.0
1.483059554560373,1.7305797917049925,-0.8132208593274685,-0.649338179484275,0.07537218102213064,1.0
0.35761104607949024,-0.9820865310827187,-0.7438430646379466,-0.43654667232412886,0.8699017655041676,0.0
1.3718819457422122,0.9880360159399335,-1.0125495119946102,-0.8956470853028157,-0.008343963267276867,1.0
0.5227537304080639,0.018634204484507588,-0.5928334997892523,-0.2364468299469669,-0.7101724562273691,1.0
0.8592275452783246,1.1191367521908775,-0.44872230460956575,-0.16559276115104182,0.633581385708628,1.0
2.1370525428692386,1.548329873974357,-1.582597556044406,-1.3584322091672836,0.43508561018733466,1.0
-1.5956595236269993,-1.278026464333393,0.9523366386452157,0.8564812718039689,0.8544380866002904,1.0
1.4227991502650217,0.12649323990899375,-1.3700610670910582,-0.9751996507427867,0.2786962535004526,0.0
-0.8717284017804663,-0.8220116168032291,0.448647338389827,0.37861835757577267,-0.01437538801562337,2.0
0.03835503634876525,1.335713686728592,0.45500034892004865,0.011139710286198201,-2.158351169661989,1.0
1.9748965069476534,-0.9796337105738849,-2.2868557848160282,-2.104439049195248,-0.4964675302745257,0.0
0.016470554597632914,0.8810394475353831,0.34918838917946315,-0.06536026370055831,-0.4407005970199172,1.0
0.7803861650614762,-1.4514779587544766,-1.3184006410211113,-1.3793078422900364,-3.7756093200094805,0.0
0.3842790841227255,0.7601226156851537,-0.25516068517657314,-0.11664863436702735,-0.17217964256492285,2.0
0.9911757362317104,1.2035140147016805,-0.47892765956601996,-0.4917450684944279,1.3407963287962024,1.0
3.025511404907888,0.24440331801807158,-2.8630403953033996,-2.072684593815212,-2.4216092394137143,0.0
0.6180915580639812,0.9150076405899892,-0.26800802576473376,-0.19124861830577813,-1.109596423625516,1.0
-0.2218556266402718,0.3535635927741767,0.18854386764271092,0.16453060373930925,0.4431511955271173,2.0
0.02514438272049957,-0.34222935576237523,-0.2157927215581955,-0.3262705031215061,0.4914057523815,1.0
2.332075939092225,-1.0352435409541374,-2.6544906052855293,-2.1123901393930824,0.6651491210666788,0.0
-3.2407869989190567,-1.154912300427036,2.4747902128485864,2.141945483246169,2.6821028942910754,2.0
0.3560923203779748,0.2698855822766201,-0.2512827332806732,-0.12917274249235708,-0.19087999284362747,1.0
1.1587722966402492,1.5262638299762754,-0.5467612254111789,-0.5640014705472124,0.21109625826998443,1.0
1.7049583855926547,-1.058548273598618,-2.0576068706526307,-1.7379387515109415,-0.7551717320851175,0.0
0.8315807163438157,0.0395915478164488,-0.8356779609925432,-0.47503605383260217,1.0189784709763896,0.0
2.345454243818026,2.228061277072935,-1.6193922525098772,-1.3430257724433805,-1.5703185947560083,2.0
1.017014180977279,2.302850554285671,-0.09021974196066737,-0.3805876103611705,-0.7732656795398771,1.0
1.8055234707170942,0.8843490168802364,-1.558037848900277,-1.343660469238829,1.4531935861428698,1.0
1.9776718788946432,1.2950284174963091,-1.497151372124887,-1.0316686550319454,0.5868397706224943,1.0
1.838294779234542,1.5346495918684226,-1.2636034575458293,-0.9490623491155035,0.3890536366086238,1.0
